iter	RMSE
752	3948.06236
753	3947.672329
754	3947.31551
755	3946.113918
756	3943.660186
757	3943.264873
758	3942.553278
759	3941.518884
760	3939.140331
761	3937.894235
762	3936.172721
763	3935.788834
764	3934.309661
765	3933.929758
766	3933.249366
767	3932.425392
768	3931.774036
769	3930.281237
770	3928.943828
771	3927.413689
772	3926.869195
773	3926.54865
774	3925.671138
775	3924.297782
776	3923.413604
777	3921.381615
778	3919.968319
779	3918.292746
780	3917.664767
781	3917.252291
782	3915.860508
783	3914.40669
784	3913.865789
785	3912.375139
786	3911.713676
787	3911.337242
788	3910.061897
789	3909.288852
790	3908.915841
791	3906.665384
792	3905.799104
793	3904.016578
794	3901.88506
795	3900.563281
796	3898.66631
797	3897.234419
798	3896.448761
799	3895.264384
800	3894.858317
801	3894.299168
802	3892.824077
803	3892.454447
804	3891.697658
805	3891.151841
806	3890.618069
807	3887.927297
808	3887.522153
809	3886.980237
810	3886.629398
811	3884.74212
812	3883.083432
813	3881.640169
814	3879.960894
815	3879.422423
816	3879.108301
817	3877.502448
818	3876.951652
819	3876.341395
820	3875.757334
821	3874.505407
822	3874.104142
823	3873.578804
824	3873.181232
825	3872.303311
826	3871.068926
827	3869.97817
828	3868.854219
829	3867.558888
830	3866.647886
831	3866.250246
832	3865.489538
833	3864.917697
834	3864.341629
835	3863.10522
836	3861.930385
837	3861.475484
838	3859.781034
839	3859.216845
840	3857.870988
841	3856.798877
842	3856.25616
843	3854.646557
844	3854.274029
845	3853.904206
846	3852.734163
847	3852.25256
848	3851.859563
849	3850.549245
850	3849.616465
851	3849.197361
852	3847.400053
853	3847.042991
854	3845.711377
855	3845.327793
856	3844.877203
857	3844.488317
858	3844.148418
859	3842.917523
860	3842.594925
861	3840.76348
862	3839.937241
863	3839.581722
864	3839.176947
865	3838.777399
866	3838.425793
867	3838.033738
868	3836.95374
869	3836.565637
870	3836.210614
871	3835.114759
872	3834.631225
873	3834.256772
874	3833.900685
875	3832.447203
876	3832.077935
877	3831.424613
878	3831.07665
879	3830.162705
880	3829.817709
881	3828.951546
882	3826.749196
883	3826.38202
884	3825.573571
885	3825.035135
886	3824.229057
887	3823.86565
888	3822.942308
889	3822.189577
890	3821.824435
891	3821.25145
892	3820.440459
893	3819.813109
894	3819.310632
895	3818.541224
896	3818.062347
897	3817.179454
898	3816.800374
899	3816.245541
900	3815.265014
901	3813.552843
902	3812.805119
903	3812.165756
904	3811.829259
905	3811.482053
906	3810.545731
907	3808.881045
908	3808.278264
909	3807.988124
910	3807.642021
911	3807.147254
912	3806.763984
913	3806.192606
914	3805.450975
915	3804.243992
916	3802.862444
917	3802.53431
918	3802.218042
919	3801.888975
920	3800.583904
921	3799.031721
922	3798.221777
923	3797.681609
924	3797.350555
925	3796.555313
926	3795.79958
927	3795.474346
928	3795.187852
929	3793.74564
930	3793.278965
931	3792.802248
932	3791.892658
933	3791.539832
934	3788.787136
935	3788.272309
936	3787.94857
937	3785.924624
938	3785.361991
939	3785.012326
940	3784.664098
941	3784.301721
942	3783.279811
943	3782.741393
944	3781.157393
945	3780.26659
946	3779.628313
947	3778.631505
948	3777.882545
949	3777.397564
950	3776.82314
951	3775.685152
952	3775.090116
953	3774.202016
954	3772.972457
955	3772.469473
956	3770.995149
957	3769.871374
958	3769.511399
959	3768.610714
960	3767.563287
961	3767.040161
962	3766.515773
963	3764.669941
964	3763.001156
965	3761.644511
966	3761.317125
967	3760.2956
968	3758.804782
969	3757.643995
970	3757.323546
971	3756.294476
972	3754.783549
973	3754.429049
974	3753.939336
975	3753.593896
976	3753.230201
977	3752.89434
978	3752.536733
979	3752.180748
980	3751.669396
981	3750.491511
982	3750.17044
983	3749.886137
984	3749.549041
985	3749.198291
986	3748.726216
987	3748.220504
988	3747.70613
989	3745.455125
990	3744.508574
991	3744.043517
992	3742.933719
993	3741.986429
994	3740.284921
995	3739.072685
996	3738.744105
997	3737.263584
998	3736.951401
999	3734.771021
